item_id,text,category,sub-category
304,"The further to the ' Left' a country or province votes the greater the disaster... look at France. Why is it that so many electorates, when unhappy and facing adversity, vote for the 'sounds good Leftists' only to find their miseries compounded.",random,random
305,Christy and her friends have pretty much just been looting the silverware for the last year.,random,random
306,Libraries are so important. They are among my favorite places. Hope begins again January 20th!,random,random
307,"scr when you have time, explain this GGreaat business. no idea where you are coming from.",random,random
308,You just lost the argument.,random,random
309,It makes sense Canada should say no.,random,random
310,As long as the PC's have Hudak they have a losing situation. Try some real talent !!,random,random
311,Unfortunately the elites will survive just fine. It will the people who will suffer because the elites will make sure their oxen are not gored.,random,random
312,"Wow, Moseby1 you seem hungup that I'm able to provide facts that counter the BS the antis spew. It's interesting that facts threaten you!! At least I use my real name and don't hide behind something that no one can identify!!",random,random
313,"The US beat us to it, they gave up long ago, except for the guns.",random,random
314,brilliant broadcaster? I think not.,random,random
315,Who is the 'commie loving' poster here that's manipulating the thumbs on this website. Someone out of the 'BEJING' office??? lol,random,random
316,"To speak the truth can be so immature and childish to those who refuse to think! To add some truth, you could have mentioned that Harpo's presence in the building is shameful enough!",random,random
317,"82% of Canadians are ignorant, uneducated Conservatives?",random,random
318,D-girl1Hmmm.....Perhaps you're too young to get the point I was trying to make..,random,random
319,"Why don't you tell that to the next firefighter, police officer or paramedic you see? Or do you just hide behind a keyboard?",random,random
320,It's whatever the G&M says - LOL.,random,random
321,You are just silly. Not a word of what you said has any merit.,random,random
322,Says the opinion collected from voters at the advance poll and the strong trend toward registered democrats among the mail in ballots. None have been counted but it is a trend that favours the Democrats.,random,random
323,Imagine that he had to bow to absolute spectacles such as the always rabid and frothing at the mouth Pierre Polievre who was rewarded for his obnoxiousness with cabinet minister positions. Must have been a kick in the teeth.,random,random
324,"If anything this piece suggest the immigrants are bringing the country up, not down,'Bingo!",random,random
325,what does robo-con harper say?,random,random
326,Interesting. That is exactly the same tactic used by the USA. Yo yo yo y'all!,random,random
327,Obviously you can't read.,random,random
328,"Cynical, do you still call AIDS, GRID? Since you so much like to call things what they were called originally...",random,random
329,"The highly rated comments are nearly unanimous in their condemnation of these hypocritical one percenter foreigners and their fuzzy thinking. Good job, Globe readers!",random,random
330,"Sorry, but who the heck is Frances Wooley and why is her opinion worth attention?",random,random
331,You are incorrect. The firearms act does not require non restricted to be in a locked room. Maybe you should re read it before you post your B.S,random,random
332,"Sounds like severe ladies' troubles to me, Pifco.",random,random
333,And how is TWU forcing their beliefs on others ? You have free choice which institution to attend. Your views on this matter are illogical and intolerant.,random,random
334,"@tempsperdue If I were you, I'd put down the thesaurus and pick up a dictionary. It would make understanding language so much easier.",random,random
335,Looking forward to his slogans 'Stop the Lying Crackhead' or 'Respect for Moral People',random,random
335,Looking forward to his slogans 'Stop the Lying Crackhead' or 'Respect for Moral People',moral,authority
336,Talk about your 1%er problems. Your kid got fired because she thought she was above the law. Wonder where she got that idea? Get over it.,random,random
